team_id,team_name,in_2017,team_seed,team_region,rd0_win,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,loss_margin,tourn_id,opp_id,owner,cost,return
331,Villanova University,1,1,East,,,,,,,,,1,16,,,
57,Duke University,1,2,East,,,,,,,,,2,15,,,
12,Baylor University,1,3,East,,,,,,,,,3,14,,,
245,University of Florida,1,4,East,,,,,,,,,4,13,,,
321,University of Virginia,1,5,East,,,,,,,,,5,12,,,
193,Southern Methodist University,1,6,East,,,,,,,,,6,11,,,
301,University of South Carolina,1,7,East,,,,,,,,,7,10,,,
324,"University of Wisconsin, Madison",1,8,East,,,,,,,,,8,9,,,
334,Virginia Polytechnic Institute and State University,1,9,East,,,,,,,,,9,8,,,
121,Marquette University,1,10,East,,,,,,,,,10,7,,,
"165,305",Providence/Southern California,1,11,East,,,,,,,,,11,6,,,
284,University of North Carolina at Wilmington,1,12,East,,,,,,,,,12,5,,,
60,East Tennessee State University,1,13,East,,,,,,,,,13,4,,,
138,New Mexico State University,1,14,East,,,,,,,,,14,3,,,
215,Troy University,1,15,East,,,,,,,,,15,2,,,
"135,279",Mount St. Mary's/New Orleans,1,16,East,,,,,,,,,16,1,,,
254,University of Kansas,1,1,Midwest,,,,,,,,,17,32,,,
258,University of Louisville,1,2,Midwest,,,,,,,,,18,31,,,
292,University of Oregon,1,3,Midwest,,,,,,,,,19,30,,,
166,Purdue University,1,4,Midwest,,,,,,,,,20,29,,,
98,Iowa State University,1,5,Midwest,,,,,,,,,21,28,,,
50,Creighton University,1,6,Midwest,,,,,,,,,22,27,,,
267,University of Michigan,1,7,Midwest,,,,,,,,,23,26,,,
266,University of Miami,1,8,Midwest,,,,,,,,,24,25,,,
126,Michigan State University,1,9,Midwest,,,,,,,,,25,24,,,
155,"Oklahoma State University, Stillwater",1,10,Midwest,,,,,,,,,26,23,,,
296,University of Rhode Island,1,11,Midwest,,,,,,,,,27,22,,,
276,"University of Nevada, Reno",1,12,Midwest,,,,,,,,,28,21,,,
320,University of Vermont,1,13,Midwest,,,,,,,,,29,20,,,
97,Iona College,1,14,Midwest,,,,,,,,,30,19,,,
100,Jacksonville State University,1,15,Midwest,,,,,,,,,31,18,,,
"143,230","North Carolina Central/California, Davis",1,16,Midwest,,,,,,,,,32,17,,,
281,University of North Carolina at Chapel Hill,1,1,South,,,,,,,,,33,48,,,
255,University of Kentucky,1,2,South,,,,,,,,,34,47,,,
232,"University of California, Los Angeles",1,3,South,,,,,,,,,35,46,,,
25,Butler University,1,4,South,,,,,,,,,36,45,,,
268,University of Minnesota,1,5,South,,,,,,,,,37,44,,,
237,University of Cincinnati,1,6,South,,,,,,,,,38,43,,,
240,University of Dayton,1,7,South,,,,,,,,,39,42,,,
226,University of Arkansas,1,8,South,,,,,,,,,40,41,,,
185,Seton Hall University,1,9,South,,,,,,,,,41,40,,,
344,Wichita State University,1,10,South,,,,,,,,,42,39,,,
"103,336",Kansas State/Wake Forest,1,11,South,,,,,,,,,43,38,,,
127,Middle Tennessee State University,1,12,South,,,,,,,,,44,37,,,
345,Winthrop University,1,13,South,,,,,,,,,45,36,,,
105,Kent State University,1,14,South,,,,,,,,,46,35,,,
149,Northern Kentucky University,1,15,South,,,,,,,,,47,34,,,
210,Texas Southern University,1,16,South,,,,,,,,,48,33,,,
82,Gonzaga University,1,1,West,,,,,,,,,49,64,,,
225,University of Arizona,1,2,West,,,,,,,,,50,63,,,
72,Florida State University,1,3,West,,,,,,,,,51,62,,,
339,West Virginia University,1,4,West,,,,,,,,,52,61,,,
290,University of Notre Dame,1,5,West,,,,,,,,,53,60,,,
262,"University of Maryland, College Park",1,6,West,,,,,,,,,54,59,,,
177,Saint Mary's College of California,1,7,West,,,,,,,,,55,58,,,
151,Northwestern University,1,8,West,,,,,,,,,56,57,,,
330,Vanderbilt University,1,9,West,,,,,,,,,57,56,,,
332,Virginia Commonwealth University,1,10,West,,,,,,,,,58,55,,,
348,Xavier University,1,11,West,,,,,,,,,59,54,,,
164,Princeton University,1,12,West,,,,,,,,,60,53,,,
24,Bucknell University,1,13,West,,,,,,,,,61,52,,,
70,Florida Gulf Coast University,1,14,West,,,,,,,,,62,51,,,
285,University of North Dakota,1,15,West,,,,,,,,,63,50,,,
181,San Diego State University,1,16,West,,,,,,,,,64,49,,,
